"NUM_ID","NUM_IM","CODEBUR","LIEU_AF","MOTIF_AFFECT","FONCTION_AF","DIVISION_AF","SERVICE_AF","DIRECTION_AF","DATE_PS"
"2014DEC710","282 254","34AS","ANTSIRANANA","","","","SPCB","",13/10/14
"2002DEC114","282 253","SED","SERVICE DES ETUDES ET DE LA DOCUMENTATION","","","","","",
"2003DEC96","282 253","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"2007DEC327","282 253","SFRC/DNF","SERVICE DE LA FORMATION ET DU RENFORCEMENT DES CAPACITES","","","","","",
"2014DEC714","282 253","11AN","ANTANANARIVO","","","","SPCB","",10/11/14
"2002DEC106","282 251","42MG","MAHAJANGA","","","","","",
"2009DEC543","282 251","12IV","IVATO-AEROPORT","","","","","",
"2015DEC542","282 251","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","ABROGEE","ABROGEE","","SPCB","",
"2015DEC543","282 251","11AN","ANTANANARIVO","","","","SPCB","",07/08/15
"2002DEC101","282 250","12IV","IVATO-AEROPORT","","","","","",
"2015DEC544","282 250","SCSR","SERVICE DE LA COMPTABILITE ET DU SUIVI DE RECOUVREMENT","","","","SCSR","",05/06/15
"2002DEC75","282 249","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"2007DEC326","282 249","SFRC/DNF","SERVICE DE LA FORMATION ET DU RENFORCEMENT DES CAPACITES","","","","","",
"2014DEC716","282 249","SCAP","SERVICE DE COORDINATION DES ACTIONS DOUANIERES ET DE LA PROGRAMMATION","","","","SCAP","DGD",
"2015DEC545","282 249","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","","","","SLF","",30/03/16
"2002DEC98","282 247","42MG","MAHAJANGA","","","","","",
"2010DEC511","282 247","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","","","","SAJC","DAJLF",12/04/10
"2002DEC81","282 237","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2003DEC91","282 237","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2012DEC426","282 237","54TG","TAOLAGNARO","","","","SPCB","",
"2001DEC299","279 023","12IV","IVATO-AEROPORT","","","","","",08/08/01
"2014DEC734","279 023","BSTNR","BS ANTANANARIVO","","","","SSLC","DSE",22/10/14
"2001DEC143","279 022","DGD","DIRECTION GENERALE DES DOUANES","","","","","",
"2002DEC78","279 022","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2005DEC208","279 022","SRI","SERVICE DES RELATIONS INTERNATIONALES","NOMINATION","CHEF DE DIVISION","","","",16/08/05
"2001DEC127","279 001","11AN","ANTANANARIVO","","","","","",09/08/01
"2014DEC753","279 001","SPCB","SERVICE DE PILOTAGE ET DE COORDINATION DES BUREAUX DES DOUANES","","","","SPCB","",
"2001DEC126","279 000","DGD","DIRECTION GENERALE DES DOUANES","","","","","",
"2004DEC140","279 000","22TP","TOAMASINA-PETROLES","","","","","",
"2007DEC322","279 000","17ZO","ANTENNE DES DOUANES AMBOHIBAO","","","","","",
"2010DEC544","279 000","12IV","IVATO-AEROPORT","","","","SPCB","",29/01/10
"2001DEC124","278 998","DGD","DIRECTION GENERALE DES DOUANES","","","","","",
"2002DEC113","278 998","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2006DEC217","278 998","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","","","","","",
"2015DEC559","278 998","12IV","IVATO-AEROPORT","","","","SPCB","",06/07/15
"2005DEC243","295 777","54TG","TAOLAGNARO","","","","","",
"2008DEC292","295 777","13AB","ANTSIRABE","","","","","",
"2015DEC539","295 777","12IV","IVATO-AEROPORT","","","","SPCB","",
"2015DEC540","295 777","13AB","ANTSIRABE","","","","SPCB","",23/11/15
"2005DEC242","295 776","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","","","","","",
"2006DEC230","295 776","BSTMM","BS TOAMASINA","","","","","",
"2007DEC328","295 776","SST","SERVICE DE SURVEILLANCE DU TERRITOIRE","","","","","",
"2010DEC498","295 776","33VO","VOHEMAR","NOMME RECEVEUR","RECEVEUR DES DOUANES","","SPCB","",
"2014DEC697","295 776","SF","SERVICE DE LA FORMATION","","","","SF","",
"2015DEC541","295 776","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","","","","SLF","",23/11/15
"2005DEC241","295 775","BMSDIE","BMS DIEGO","","","","","",
"2010DEC499","295 775","BSTNR","BS ANTANANARIVO","","","","SSLC","",
"2014ART278","295 775","SE","SERVICE DES EQUIPEMENTS","NOMINATION CHEF DIV","CHEF DE DIVISION SUIVI ET ENTRETIEN","","SE","DRF",22/09/14
"2002DEC97","282 246","12IV","IVATO-AEROPORT","","","","","",
"2015DEC546","282 246","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","","","","SAJC","DAJLF",08/07/15
"2002DEC96","282 243","42MG","MAHAJANGA","","","","","",
"2007DEC302","282 243","BMSMJN","BMS MAJUNGA","NOMINATION CHEF DE POSTE","CHEF DE POSTE BMS MAJUNGA","","","",12/10/07
"2014DEC721","282 243","BSTMM","BS TOAMASINA","NOMINATION","CHEF DE POSTE BS TOAMASINA","","SSLC","DSE",07/10/14
"2002DEC82","282 241","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2006DEC237","282 241","SED","SERVICE DES ETUDES ET DE LA DOCUMENTATION","","","","","",
"2014DEC722","282 241","SRH","SERVICE DES RESSOURCES HUMAINES","","","","SRH","",
"2015DEC547","282 241","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","","","","SAJC","DAJLF",30/06/15
"2002DEC95","282 240","42MG","MAHAJANGA","","","","","",
"2015DEC548","282 240","33VO","VOHEMAR","NOMINATION","ADJOINT AU RECEVEUR","","SPCB","DSE",28/08/15
"2002DEC94","282 239","42MG","MAHAJANGA","","","","","",
"2006DEC220","282 239","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","","","","","",
"2010DEC515","282 239","13AB","ANTSIRABE","","","","SPCB","",
"2010DEC516","282 239","51MD","MORONDAVA","ABROGEE","ABROGEE","","SPCB","",
"2013DEC489","282 239","12IV","IVATO-AEROPORT","","","","SPCB","",06/05/13
"2002DEC90","282 231","42MG","MAHAJANGA","","","","","",
"2005DEC812","282 231","16ZE","ANTENNE DES DOUANES ANOSISOA","","","","","",12/12/05
"2010DEC521","282 231","11AN","ANTANANARIVO","","","","SPCB","",
"2014DEC729","282 231","SVO","SERVICE DE LA VALEUR ET DE L'ORIGINE","","","","SVO","",20/11/14
"2002DEC89","282 230","42MG","MAHAJANGA","","","","","",
"2008DEC281","282 230","12IV","IVATO-AEROPORT","","","","","",
"2015DEC550","282 230","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","SPCB","",12/10/15
"2002DEC88","282 229","12IV","IVATO-AEROPORT","","","","","",
"2014DEC732","282 229","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","","","","SAJC","DAJLF",25/09/14
"2001DEC142","279 021","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2005DEC236","279 021","11AN","ANTANANARIVO","","","","","",
"2006DEC225","279 021","BSTMM","BS TOAMASINA","","","","","",
"2009DEC562","279 021","11AN","ANTANANARIVO","","","","","",
"2010DEC527","279 021","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","","","","SLR","",04/08/10
"2014DEC737","279 021","SE","SERVICE DES EQUIPEMENTS","","","","SE","",22/09/14
"2001DEC141","279 020","42MG","MAHAJANGA","","","","","",
"2004DEC135","279 020","61MK","MANAKARA","ABROGEE","ABROGEE","","","",
"2007DEC301","279 020","BMSFIA","BMS FIANARANTSOA","","","","","",
"2014DEC739","279 020","54TG","TAOLAGNARO","","","","SPCB","",
"2015DEC552","279 020","12IV","IVATO-AEROPORT","","","","SPCB","",20/04/15
"2001DEC140","279 019","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"2005DEC247","279 019","51MD","MORONDAVA","NOMINATION","RECEVEUR DES DOUANES","","","",05/01/06
"2001DEC139","279 018","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",03/09/01
"2015DEC553","279 018","12IV","IVATO-AEROPORT","","","","SPCB","",28/07/15
"2001DEC138","279 017","12IV","IVATO-AEROPORT","","","","","",
"2013DEC499","279 017","14MA","MAMORY-IVATO","","","","SPCB","",09/12/13
"2001DEC137","279 015","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2005DEC235","279 015","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","","","","","",
"2015DEC554","279 015","12IV","IVATO-AEROPORT","","","","SPCB","",06/07/15
"2001DEC136","279 013","22TP","TOAMASINA-PETROLES","","","","","",
"2001DEC145","279 013","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2015DEC555","279 013","25BT","BETAINOMBY DEDIE SHERRITT","","","","SPCB","",18/08/15
"2001DEC135","279 012","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2009DEC569","279 012","12IV","IVATO-AEROPORT","","","","","",
"2015DEC556","279 012","11AN","ANTANANARIVO","ABROGEE","ABROGEE","","SPCB","",05/06/15
"2004DEC153","279 011","17ZO","ANTENNE DES DOUANES AMBOHIBAO","","","","","",
"2008DEC289","279 011","25BT","BETAINOMBY DEDIE SHERRITT","","","","","",
"2012DEC441","279 011","12IV","IVATO-AEROPORT","","","","SPCB","",
"2013DEC503","279 011","14MA","MAMORY-IVATO","","CHEF DE SECTION NGM-MD","OPDIV","SPCB","DSE",09/12/13
"2001DEC134","279 010","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2009DEC571","279 010","12IV","IVATO-AEROPORT","","CHARGE CONTENTIEUX","","SPCB","DSE",15/12/09
"2001DEC133","279 009","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2004DEC134","279 009","34AS","ANTSIRANANA","","","","","",
"2009DEC261","279 009","12IV","IVATO-AEROPORT","","","","","",
"2015DEC557","279 009","13AB","ANTSIRABE","","","","SPCB","",05/08/15
"2001DEC132","279 008","11AN","ANTANANARIVO","","","","","",
"2004DEC133","279 008","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2006DEC233","279 008","12IV","IVATO-AEROPORT","","","","","",
"2015DEC558","279 008","11AN","ANTANANARIVO","","CHARGEE DOSSIERS ADMISSION TEMPORAIRE","RET","SPCB","DSE",15/07/15
"2001DEC144","279 007","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2005DEC213","279 007","SCRU","SERVICE DE LA COMMUNICATION ET DE LA RELATION AVEC LES USAGERS","","","","","",
"2007DEC323","279 007","SAE","SERVICE DES ACTIONS ECONOMIQUES","","","","","",30/03/09
"2001DEC131","279 006","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2009DEC576","279 006","SCAP","SERVICE DE COORDINATION DES ACTIONS DOUANIERES ET DE LA PROGRAMMATION","","COMPTABLE","","SCAP (EX-SAF)","DGD",14/12/09
"2001DEC300","278 997","34AS","ANTSIRANANA","","","","","",
"2002DEC294","278 997","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2004DEC379","278 997","51MD","MORONDAVA","","","","","",
"2005DEC814","278 997","DAAD","DIRECTION DES AFFAIRES ADMINISTRATIVES DES DOUANES","","","","","",
"2007DEC943","278 997","34AS","ANTSIRANANA","","","","","",
"2009DEC585","278 997","15ZS","ANTENNE DES DOUANES ANOSIZATO","","","","","",
"2010DEC548","278 997","62MJ","MANANJARY","NOMINATION","RECEVEUR DES DOUANES","","SPCB","",
"2012DEC454","278 997","61MK","MANAKARA","NOMINATION","RECEVEUR DES DOUANES","","SPCB","",22/06/12
"2001DEC123","278 996","SVO","SERVICE DE LA VALEUR ET DE L'ORIGINE","","","","","",
"2003DEC98","278 996","SSD","SERVICE DE LA SURVEILLANCE DOUANIERE","","","","","",
"2005DEC204","278 996","SRI","SERVICE DES RELATIONS INTERNATIONALES","","","","","",
"2014DEC759","278 996","SDC","SERVICE DE LA DOCUMENTATION ET DE LA COMMUNICATION","NOMINATION","CHEF DE DIVISION DOCUMENTATION ET ARCHIVES","DOCUMENTATION ET ARCHIVES","SDC","DRF",30/09/14
"2001DEC122","278 995","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2002DEC77","278 995","35NB","NOSY-BE","","","","","",
"2008DEC286","278 995","63FI","FIANARANTSOA","","","","","",
"2009DEC262","278 995","31AH","ANTALAHA","","","","","",
"2011DEC466","278 995","SAF/DNFP","SERVICE ADMINISTRATIF ET FINANCIER-DNFP","","","","SAF/DNFP","",01/12/11
"2008DEC819","278 995","34AS","ANTSIRANANA","","","","","",
"2014DEC761","278 995","12IV","IVATO-AEROPORT","","","","SPCB","",10/11/14
"2001DEC121","278 993","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","","","","","",
"2003DEC108","278 993","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2015DEC561","278 993","SCSR","SERVICE DE LA COMPTABILITE ET DU SUIVI DE RECOUVREMENT","ABROGEE","ABROGEE","","SCSR","",
"2015DEC562","278 993","12IV","IVATO-AEROPORT","","","","SPCB","",05/10/15
"2001DEC120","278 992","SSD","SERVICE DE LA SURVEILLANCE DOUANIERE","","","","","",
"2005DEC212","278 992","SCRU","SERVICE DE LA COMMUNICATION ET DE LA RELATION AVEC LES USAGERS","","","","","",
"2007DEC329","278 992","12IV","IVATO-AEROPORT","","","","","",
"2014DEC763","278 992","SSLC","SERVICE DE LA SURVEILLANCE ET DE LA LUTTE CONTRE LA CONTREBANDE","","","","SSLC","",17/09/14
"2000DEC96","275 880","SAGRH","SERVICE ADMINISTRATIF ET DE LA GESTION DES RESSOURCES HUMAINES","","","","","",
"2001DEC119","275 880","DGD","DIRECTION GENERALE DES DOUANES","","","","","",
"2003DEC95","275 880","SSAE","SERVICE DES STATISTIQUES ET DES ANALYSES ECONOMIQUES","","","","","",05/06/03
"2015ART313","250 093","GNV","GENEVE","NOMINATION","CONSEILLER AUX AFFAIRES DOUANIERES","","","DGD",29/09/15
"2001DEC125","278 999","35NB","NOSY-BE","","","","","",22/10/01
"2014DEC757","278 999","12IV","IVATO-AEROPORT","","","","SPCB","",
"2002DEC80","278 532","12IV","IVATO-AEROPORT","","","","","",
"2006DEC231","278 532","17ZO","ANTENNE DES DOUANES AMBOHIBAO","","","","","",
"2010DEC551","278 532","11AN","ANTANANARIVO","","","","SPCB","",
"2013DEC522","278 532","14MA","MAMORY-IVATO","","","","SPCB","",09/12/13
"2002DEC87","278 521","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","","","","","",
"2014DEC766","278 521","SSLC","SERVICE DE LA SURVEILLANCE ET DE LA LUTTE CONTRE LA CONTREBANDE","","","","SSLC","",09/10/14
"2000DEC102","275 900","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","","","","","",
"2005DEC234","275 900","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"2007DEC321","275 900","SRDAAMI","SERVICE DU RENSEIGNMT, DE LA DOC ET DE L'ASSIST ADMIN MUT INTLE","","","","","",
"2014DEC768","275 900","SRAR","SERVICE DU RENSEIGNEMENT ET DE L'ANALYSE DES RISQUES","","","","SRAR","",
"2015DEC563","275 900","12IV","IVATO-AEROPORT","","","","SPCB","",06/07/15
"2000DEC101","275 833","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"2000DEC118","275 833","SAGRH","SERVICE ADMINISTRATIF ET DE LA GESTION DES RESSOURCES HUMAINES","","","","","",
"2001DEC118","275 833","51MD","MORONDAVA","","","","","",
"2002DEC109","275 833","SSC","SERVICE DES STATISTIQUES ET DE LA COMPTABILITE","","","","","",
"2008DEC282","275 833","12IV","IVATO-AEROPORT","ABROGEE","ABROGEE","","","",
"2008DEC284","275 833","SAF","SERVICE ADMINISTRATIF ET FINANCIER","","","","","",
"2008DEC293","275 833","16ZE","ANTENNE DES DOUANES ANOSISOA","","","","","",
"2010DEC557","275 833","11AN","ANTANANARIVO","","","","SPCB","",
"2014DEC771","275 833","SRI","SERVICE DES RELATIONS INTERNATIONALES","NOMINATION","CHEF DE DIVISION MISSIONS ET FORMATIONS","","SRI","DLV",06/10/14
"2001DEC117","275 830","12IV","IVATO-AEROPORT","","","","","",
"2002DEC112","275 830","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2015DEC565","275 830","14MA","MAMORY-IVATO","ABROGEE","ABROGEE","","SPCB","",
"2015DEC566","275 830","12IV","IVATO-AEROPORT","","","","SPCB","",14/09/15
"2000DEC100","275 804","SAGRH","SERVICE ADMINISTRATIF ET DE LA GESTION DES RESSOURCES HUMAINES","","","","","",
"2007DEC310","275 804","11AN","ANTANANARIVO","","","","","",
"2013DEC527","275 804","14MA","MAMORY-IVATO","","","","SPCB","",09/12/13
"2000DEC95","275 788","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"2005DEC233","275 788","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","","","","","",
"2015DEC567","275 788","SE","SERVICE DES EQUIPEMENTS","NOMINATION","CHEF DE DIVISION","","SE","DRF",05/06/15
"2000DEC94","275 787","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"2005DEC231","275 787","SCAP","SERVICE DE COORDINATION DES ACTIONS DOUANIERES ET DE LA PROGRAMMATION","","","","","",
"2005DEC232","275 787","12IV","IVATO-AEROPORT","","","","","",
"2008DEC273","275 787","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","","","","","",
"2008DEC277","275 787","SFRC/DNF","SERVICE DE LA FORMATION ET DU RENFORCEMENT DES CAPACITES","","","","","",
"2014DEC774","275 787","11AN","ANTANANARIVO","","","","SPCB","",17/09/14
"2005DEC230","275 785","11AN","ANTANANARIVO","","","","","",
"2015DEC568","275 785","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","SPCB","",05/08/15
"2000DEC83","275 784","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",15/10/01
"2006DEC229","275 784","SAF","SERVICE ADMINISTRATIF ET FINANCIER","","","","","",15/05/06
"2007DEC335","275 784","12IV","IVATO-AEROPORT","","","","","",07/01/08
"2015DEC569","275 784","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","","","","SLF","",20/07/15
"2000DEC93","275 782","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"2004DEC126","275 782","22TP","TOAMASINA-PETROLES","","","","","",
"2004DEC139","275 782","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2005DEC207","275 782","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","","","","","",
"2010DEC563","275 782","11AN","ANTANANARIVO","","","","SPCB","",
"2015DEC570","275 782","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","SPCB","",05/09/15
"2000DEC92","275 780","12IV","IVATO-AEROPORT","","","","","",
"2001DEC103","275 780","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2009DEC602","275 780","DSE","DIRECTION DES SERVICES EXTERIEURS","","","","","",
"2010DEC565","275 780","11AN","ANTANANARIVO","","","","SPCB","",09/02/10
"2000DEC91","275 778","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",15/11/00
"2001DEC147","275 778","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",10/10/01
"2004DEC124","275 778","12IV","IVATO-AEROPORT","","","","","",18/11/04
"2008DEC272","275 778","15ZS","ANTENNE DES DOUANES ANOSIZATO","","","","","",05/05/08
"2010DEC567","275 778","11AN","ANTANANARIVO","","","","SPCB","",
"2014DEC780","275 778","12IV","IVATO-AEROPORT","","","","SPCB","",06/10/14
"2000DEC104","275 777","11AN","ANTANANARIVO","","","","","",
"2005DEC815","275 777","11AN","ANTANANARIVO","","","","","",16/11/05
"2000DEC90","275 775","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"2005DEC229","275 775","12IV","IVATO-AEROPORT","","","","","",
"2015DEC571","275 775","SRAR","SERVICE DU RENSEIGNEMENT ET DE L'ANALYSE DES RISQUES","","","","SRAR","",06/07/15
"1999DEC57","273 360","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2009DEC259","273 360","SAF","SERVICE ADMINISTRATIF ET FINANCIER","","","","","",
"2015DEC575","273 360","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","","","","SLF","",26/11/15
"1999DEC58","273 365","11AN","ANTANANARIVO","","","","","",
"2001DEC102","273 365","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2002DEC108","273 365","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","ABROGEE","ABROGEE","","","",
"2003DEC87","273 365","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","","","","","",
"2010DEC584","273 365","11AN","ANTANANARIVO","","","","SPCB","",17/01/11
"1999DEC59","273 366","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"1999DEC63","273 366","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2012DEC484","273 366","54TG","TAOLAGNARO","ABROGEE","ABROGEE","","SPCB","",
"2012DEC485","273 366","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","SPCB","",
"2013DEC548","273 366","12IV","IVATO-AEROPORT","","","","SPCB","",12/08/13
"1999DEC60","273 367","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","","","","","",
"2005DEC226","273 367","SCSR","SERVICE DE LA COMPTABILITE ET DU SUIVI DE RECOUVREMENT","","","","","",24/01/06
"2000DEC99","275 766","42MG","MAHAJANGA","","","","","",
"2003DEC90","275 766","DSCD","DIRECTION DES STATISTIQUES ET DE LA COMPTABILITE DOUANIERES","","","","","",
"2007DEC332","275 766","SOC","SERVICE DES OPERATIONS COMMERCIALES","","","","","",03/10/07
"2014DEC800","275 766","42MG","MAHAJANGA","","","","SPCB","",28/08/14
"2000DEC88","275 768","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","","","","","",16/10/00
"2005DEC227","275 768","11AN","ANTANANARIVO","","","","","",02/01/06
"2015DEC576","275 768","12IV","IVATO-AEROPORT","","","","SPCB","",21/07/15
"2005DEC228","275 769","15ZS","ANTENNE DES DOUANES ANOSIZATO","","","","","",23/01/06
"2007DEC300","275 769","BSTNR","BS ANTANANARIVO","","","","","",30/05/07
"2009DEC621","275 769","BMSTUL","BMS TULEAR","ABROGEE","ABROGEE","","","",
"2009DEC622","275 769","SRDAAMI","SERVICE DU RENSEIGNMT, DE LA DOC ET DE L'ASSIST ADMIN MUT INTLE","","","","","",28/12/09
"2014DEC802","275 769","SVO","SERVICE DE LA VALEUR ET DE L'ORIGINE","NOMINATION","CHEF DE DIVISION VALEUR ENGINS ET TRACTEURS D'OCC.","","SVO","DLV",17/09/14
"2000DEC89","275 770","SCRU","SERVICE DE LA COMMUNICATION ET DE LA RELATION AVEC LES USAGERS","","","","","",
"2004DEC152","275 770","11AN","ANTANANARIVO","","","","","",11/10/04
"2014DEC804","275 770","SRI","SERVICE DES RELATIONS INTERNATIONALES","","","","SRI","",
"2014DEC805","275 770","11AN","ANTANANARIVO","","","","SPCB","",25/09/14
"2000DEC290","275 772","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2015DEC577","275 772","12IV","IVATO-AEROPORT","","","","SPCB","",28/07/15
"2000DEC106","275 773","11AN","ANTANANARIVO","","","","","",
"2003DEC102","275 773","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",02/09/03
"2007DEC333","275 773","SOC","SERVICE DES OPERATIONS COMMERCIALES","","","","","",16/10/07
"2014DEC807","275 773","SPCB","SERVICE DE PILOTAGE ET DE COORDINATION DES BUREAUX DES DOUANES","","CHARGE D'ETUDES","","SPCB","DSE",17/09/14
"2000DEC105","275 774","34AS","ANTSIRANANA","","","","","",10/08/00
"2004DEC132","275 774","61MK","MANAKARA","","","","","",11/09/04
"2006DEC216","275 774","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","","","","","",
"2008DEC288","275 774","25BT","BETAINOMBY DEDIE SHERRITT","","","","","",
"2000DEC322","275 827","61MK","MANAKARA","","","","","",
"2003DEC257","275 827","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",15/09/03
"2000DEC323","275 828","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","","","","","",
"2015DEC604","275 828","12IV","IVATO-AEROPORT","","","","SPCB","",05/06/15
"2001DEC325","278 968","12IV","IVATO-AEROPORT","","","","","",
"2004DEC407","278 968","DSCD","DIRECTION DES STATISTIQUES ET DE LA COMPTABILITE DOUANIERES","","","","","",
"2004DEC408","278 968","16ZE","ANTENNE DES DOUANES ANOSISOA","","","","","",
"2007DEC984","278 968","12IV","IVATO-AEROPORT","","","","","",
"2008DEC854","278 968","11AN","ANTANANARIVO","","","","","",16/07/08
"2001DEC340","278 986","SAF","SERVICE ADMINISTRATIF ET FINANCIER","","","","","",
"2004DEC410","278 986","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","","","","","",
"2015DEC642","278 986","12IV","IVATO-AEROPORT","","","","SPCB","",02/10/15
"2001DEC347","278 951","12IV","IVATO-AEROPORT","","","","","",
"2006DEC741","278 951","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","","","","","",18/09/06
"2001DEC348","278 950","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","","","","","",
"2006DEC742","278 950","54TG","TAOLAGNARO","","","","","",
"2007DEC991","278 950","SCRU","SERVICE DE LA COMMUNICATION ET DE LA RELATION AVEC LES USAGERS","","","","","",
"2008DEC863","278 950","SRDAAMI","SERVICE DU RENSEIGNMT, DE LA DOC ET DE L'ASSIST ADMIN MUT INTLE","","","","","",
"2014DEC938","278 950","SRAR","SERVICE DU RENSEIGNEMENT ET DE L'ANALYSE DES RISQUES","","","","SRAR","",16/09/14
"2001DEC349","278 949","12IV","IVATO-AEROPORT","","","","","",
"2015DEC649","278 949","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","","","","SLR","",12/10/15
"1999DEC176","273 293","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","COMPLEMENT D'EFFECTIF","","","","",30/04/99
"2005DEC872","273 293","SCRU","SERVICE DE LA COMMUNICATION ET DE LA RELATION AVEC LES USAGERS","COMPLEMENT D'EFFECTIF","","","","",14/11/05
"2006DEC755","273 293","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","SOC","DSE",
"2008DEC878","273 293","SED","SERVICE DES ETUDES ET DE LA DOCUMENTATION","COMPLEMENT D'EFFECTIF","","","","",11/05/08
"2012DEC631","273 293","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",27/06/12
